,id,acronym,title,objective,startDate,endDate,ecMaxContribution,matches_group,matches_technology,number_unique_terms,count_matches
1107,731287,INSHIP,Integrating National Research Agendas on Solar Heat for Industrial Processes,"Despite process heat is recognized as the application with highest potential among solar heating and cooling applications, Solar Heat for Industrial Processes (SHIP) still presents a modest share of about 0.3% of total installed solar thermal capacity. As of todayâ€™s technology development stage â€“ economic competitiveness restricted to low temperature applications; technology implementation requiring interference with existing heat production systems, heat distribution networks or even heat consuming processes -  Solar thermal potential is mainly identified for new industrial capacity in outside Americas and Europe. In this context, INSHIP aims at the definition of a ECRIA engaging major European research institutes with recognized activities on SHIP, into an integrated structure that could successfully achieve the coordination objectives of: more effective and intense cooperation between EU research institutions; alignment of different SHIP related national research and funding programs, avoiding overlaps and duplications and identifying gaps; acceleration of knowledge transfer to the European industry, to be the reference organization to promote and coordinate the international cooperation in SHIP research from and to Europe, while developing coordinated R&D TRLs 2-5 activities with the ambition of progressing SHIP beyond the state-of-the-art through: an easier integration of low and medium temperature technologies suiting the operation, durability and reliability requirements of industrial end users; expanding the range of SHIP applications to the EI sector through the development of suitable process embedded solar concentrating technologies, overcoming the present barrier of applications only in the low and medium temperature ranges; increasing the synergies within industrial parks, through centralized heat distribution networks and exploiting the potential synergies of these networks with district heating and with the electricity grid.",2017-01-01,2020-12-31,2498661.25,,"['district heating', 'solar heating']",2,2
1108,633192,ToMax,Toolless Manufacturing of Complex Structures,"Lithography based additive manufacturing technologies (L-AMT) are capable of fabricating parts with excellent surface quality, good feature resolution and precision. ToMax aims at developing integrated lithography-based additive manufacturing systems for the fabrication of ceramic parts with high shape complexity. The focus of the project is to unite industrial know-how in the field of software development, photopolymers and ceramics, high-performance light-sources, system integration, life cycle analysis, industrial exploitation and rewarding end-user cases.

The consortium will provide 3D-printers with high throughput and outstanding materials and energy efficiency. The project is clearly industrially driven, with 8 out of 10 partner being SMEs or industry.

Targeted end-use applications include ceramics for aerospace engineering, medical devices and energy efficient lighting applications. The consortium is aiming to exploit disruptive applications of L-AMT by developing process chains beyond the current state of the art, with the dedicated goal to provide manufacturing technologies for European Factories of the Future.
By relying on L-AMT,  ToMax the following objectives are targeted: 
(1) ToMax will provide methods which are 75% more material efficient with respect to traditional manufacturing 
(2) Are 25% more material efficient with respect to current AMT approaches by using computational modelling to optimize geometries and by providing recyclable wash-away supports.
(3) ToMax will provide methods which are 35% more energy efficient that current AMT approaches by developing 50% faster thermal processing procedures.
(4) Incorporate recycling for the first time in L-AMT of engineering ceramics

Overall, the consortium will provide innovative, resource efficient manufacturing processes. ToMax will develop energy-efficient machinery and processes, with a focus on manufacturing of alumina, silicon nitride and cermet parts with high shape complexity.",2015-01-01,2017-12-31,3157986.0,,"['efficient lighting', 'recycling']",2,2
1109,706552,APPEL,Approaching efficiency limits of perovskite solar cells by overcoming non-radiative recombination losses,"Metal halide perovskites are currently viewed as a new â€œwonder materialsâ€ due to the combination of their outstanding optical and electronic properties with the ease of processing as compared to similar direct bandgap semiconductor such as GaAs. Despite the meteoric rise of the power conversion efficiency of perovskite solar cells (up to 20% in less than 5 years) they is still a substantial potential of improvement towards the theoretical efficiency limits. During the first research phase, most of the effort has been devoted to the development of deposition processes to produce the best crystalline thin films. APPEL has the ambition to initiate the second phase, in which fundamental understanding of the recombination losses in the perovskite and at heterojunctions with charge extraction layers will make possible to generate devices with efficiencies approaching the full potential of these semiconductors. A perfect solar cell should also be an excellent emitter, since 100% of the absorbed photons must recombine radiatively. Therefore the original approach APPEL is to target primarily light emission (photoluminescence and electroluminescence) to understand the factors governing the recombination losses in solar cells. From the understanding of the fundamental recombination mechanisms at the heterojunctions, I will demonstrate highly efficient devices with >23% power conversion efficiency. Moreover, efficient light-emitting diodes (LED) will be produce alongside photovoltaic devices. This work will set the foundation of the future rational optimisation of metal halide perovskite devices in the same way that optimisation of light emission in GaAs led to the advent of devices approaching the theoretical limits.",2016-11-01,2018-10-31,195454.8,,"['solar cell', 'photovoltaic']",2,2
1110,722651,SEPOMO,Spins for Efficient Photovoltaic Devices based on Organic Molecules,"Organic solar cells (OSCs) have the potential to become an environmental friendly, inexpensive, large area and flexible photovoltaics technology. Their main advantages are low process temperatures, the potential for very low cost due to abundant materials and scalable processing, and the possibility of producing flexible devices on plastic substrates. To improve their commercialization capacity, to compete with established power generation and to complement other renewable energy technologies, the performance of state-of-the-art OSCs needs to be further improved.

Our goals within SEPOMO â€“ Spins in Efficient Photovoltaic devices based on Organic Molecules â€“ are to bring the performance of OSCs forward by taking advantage of the so far unexplored degree of freedom of photogenerated species in organic materials, their spin. This challenging idea provides a unified platform for the excellent research to promote the world-wide position of Europe in the field of organic photovoltaics and electronics, and to train strongly motivated early stage researchers (ESRs) for a career in science and technology oriented industry that is rapidly growing. 

Our scientific objectives are to develop several novel routes to enhance the efficiency of OSC by understanding and exploiting the electronic spin interactions. This will allow us to address crucial bottlenecks in state-of-the-art OSCs: we will increase the quantum efficiency by reducing the dominant recombination losses and by enhancing the light harvesting and exciton generation, e.g. by means of internal upconversion of excited states. 

Our ESRs will be trained within this interdisciplinary (physics, chemistry, engineering) and intersectoral (academia, R&D center, enterprise) consortium in highly relevant fundamental yet application-oriented research with the potential to commercialise the results. The hard and soft skills learned in our network are central for the ESRs to pursue their individual careers in academics or industry.",2016-11-01,2020-10-31,3826023.84,,"['renewable energy', 'photovoltaic']",2,2
1111,827952,SPRHOUT,"SPRHOUT (Solar PoweRed Horticultural Off-grid UniT) â€“ the first economically viable off-grid energy system to power horticultural projects, boosting the transition towards sustainable food provision","There will be 2.5 billion more people living on Earth by 2050, dramatically pushing the need for agriculture to both increase food production and at the same time reduce resource-consumption in order to ensure a sustainable future for humanity. 
Greenhouse-based horticulture could highly contribute to this goal, thanks to its unparalleled benefits in terms of reduced use of water and higher quality and quantity of product with respect to traditional agriculture. Nonetheless, greenhouse facilities need both huge amount of electricity and gas to be operated, accounting for energy consumption of about 3.4 MTOE per year only in Europe, which pushed European policy-makers to promote renewable-based energy solutions for the horticulture sector among the priorities.
SOLHO is a high-tech company incubated at Yes!Delft which developed an innovative and fully off-grid energy system called SPRHOUT, that uses solar energy to fulfil the energy needs of a greenhouse facility.SOLHOâ€™s core innovation is a proprietary thermal energy storage system which allows round the clock operation of all other units, enabling 24/7 energy supply during the night or whenever the sun is not available. 
We plan to market our SPRHOUT units by 2021 in Europe, Africa and Middle East through a B2B approach, selling the SPRHOUT system to large global greenhouse manufacturers, which will act as EPC contractors. Three global leaders of advanced horticultural projects have already expressed their interest in our solution. The Phase 1 project will be a launch pad for the future commercialization of the system, enabling SOLHO to validate the SPRHOUT performances and the market opportunity in key areas, assess the processâ€™ economic performance indicators, and refine the business plan to attract the future investment needed for scaling up the system production.",2018-07-01,2018-12-31,50000.0,['Storage'],['energy storage'],2,2
1112,745622,BIOSEA,"Innovative cost-effective technology for maximizing aquatic biomass-based molecules for food, feed and cosmetic applications","EU society needs new sustainable biobased feedstock in order to meet the growing population needs and to reduce the dependence on fossil fuels. In terms of potential market requirements in EU, the food and fuel demand is mainly covered by foreign import, achieving the 68% of total proteins supply. Aquatic feedstock can be a solution to these necessities, however, European algae feedstock market is still facing immature production technologies, and which are not specifically designed for algae biorefinery. 
The overall objective of BIOSEA is the development and validation of innovative, competitive and cost-effective upstream and downstream processes for the cultivation of 2 microalgae (Spirulina platensis and Isochrysis galbana), and 2 macroalgae (Ulva intestinalis and Saccharina latissima) to produce and extract at least 6 high value active principles at low cost (up to 55% less than with current processes) to be used in food, feed and cosmetic/personal care as high-added value products. 

For achieving this objective, BIOSEA consortium consists of specialists in specific area/s or discipline/s involved in the project (IGV, AT SEA and CTAQUA in Biological Sciences and Biotechnology; VITO and FEYECON in Chemical Science and Engineering; CNTA, BIOPOLIS, DIBAQ, SORIA NATURAL and CPCFEED in Food/Feed Technology; VLCI and HENKEL in Cosmetic Science; AITEX in Materials Science and TABU in Environmental Science). The total budget of BIOSEA is up to â‚¬4,633,447, so it is totally aligned with the range considered in the topic. It can be added that the industrial contribution will be up to â‚¬2,611,321, representing a percentage of 44% of the total budget and indicating the strong weight and involvement of the industry in the proposal.",2017-06-01,2020-05-31,2611223.01,['Fuel'],['biorefinery'],2,2
1113,745586,BioBarr,New bio-based food packaging materials with enhanced barrier properties â€“ BioBarrier,"BioBarr concerns the development of new bio-based and biodegradable food packaging materials by enhancing barrier functionalities to the biopolymer PHAs (polyhydroxyalkanoates) and by validating the new material in the food industry environment.
PHAs is potential substitute for conventional polymers, since they possess similar properties; respect to polylactic acid (the most widespread biobased/biodegradable material), PHAs show higher biodegradability and better functional properties and mechanical strength. 
However, applications of PHAs as food packaging materials are subjected to some limitations. PHA shows medium values of O2 and H2O transmittance while many the most critical factors for some foods (such dry products as bakeries) in relation to packaging are moisture uptake leading to loss of crispiness and oxidation of fats. 
For overcoming this limiting factor in PHA food applications, BioBarr aims to enhance PHA vapour and gas barrier properties through material functionalization.
In the first research line, the approach consists of the use of biodegradable materials with adequate properties to be compounded in multi-layer structures specific for the food product category to be packed, in order to optimize functional properties. The innovation consists of laminating PHA with PLA (polylactic acid).
The second challenging research line in BioBarr is surface treatments (nanoform metallization with AlOx or SiOx or metallization Aluminum process) of PHA films.
New materials will be validated on a restricted number of food products in the sector of bakery, representative of different shelf-life requirements and duration, with the purpose to increase shelf-life at least by 10%.
Final impact will be the creation of a new biobased value chain. Proposal takes into account the needs and the growth opportunities of actors operating in each value chain step: bioplastic producer, extrusion and filming actors, converter, inks producers, food industries end-users",2017-06-01,2021-05-31,3253437.5,,"['biopolymer', 'bioplastic']",2,2
1114,841621,TACOMA,Towards Application specific tailoring of CarbOn nanoMAterials,"Impact of carbon nanomaterials (CNM) on society can be significant as they have the potential to revolutionize applications in sensors, catalysis, supercapacitors and energy storage. For sensors, currently used materials such as glassy carbon (GC), cannot selectively and sensitively detect neurotransmitters in physiological environment and the required surface properties in a given application environment are not known. However, by understanding the connection between sensing performance and material properties we can enable tailor-made materials. Unfortunately, even with the rigorously studied GC, this is not known. This can be attributed to the limited access to highly sensitive and high-resolution characterization methods and especially to the lack of in situ measurements. TACOMA-Project offers implementation of the worldâ€™s first in situ soft X-ray Spectroscopy (X-RS) setup with Stanford Linear Accelerator Laboratory and NASA based on the new transition edge sensor technology allowing detailed spectroscopic studies of carbon, its surface functional groups and various carbon-metal bonds under realistic use environments. Further, a novel hybrid characterization method combining photoelectron, absorption and X-ray emission spectroscopy to study CNM as fabricated, chemically modified and aged under laboratory conditions will be established. TACOMA is supported by a network of collaborators providing (i) access to machine learning and atomistic simulations that are integrated with the experimental work, (ii) insight into electrochemistry and (iii) access to high-resolution transmission electron microscopy. The TACOMA-Project will address questions such as what is the root cause of the electrocatalytic properties of CNM and how surface of the CNM evolves in the application environment? This will realize the huge potential of CNMs and allow the future fellow to transfer this unique knowledge of CNM and X-RS to European universities, industry and synchrotron facilities.",2020-02-01,2023-01-31,278606.4,['Storage'],['energy storage'],2,2
1115,815189,MODALES,MOdify Driversâ€™ behaviour to Adapt for Lower EmissionS,"The impact of road traffic on local air quality is a major policy concern and there have been numerous projects aiming at improving underlying vehicle and fuel technologies, traffic management and enforcement. MODALES will contribute to a substantial reduction in air pollution from all types of motorised road vehicles by encouraging the adoption of low-emission oriented driving behaviour and maintenance choice, improving the effectiveness of OBD devices and retrofits. The main goal of MODALES is to advance the fundamental understanding of the co-variability of user behaviour and vehicular emissions from  powertrain, brakes and tyres, and modify user behaviour via dedicated training, including a driver assistance app and awareness campaigns, in order to support effective air quality plans and enforcement strategies to be developed by local and national authorities. 
MODALES proposes a user-centric approach to addressing all of the challenges which on the one hand enhance low-emission practices and on the other hand suppress high-emission behaviour by researching, developing and testing a number of innovative and complementary solutions in four key areas (namely, Driver, Retrofits, EOBD and Inspection) in order to substantially reduce vehicle emissions from 3 main sources (i.e. powertrain, brake wear and tyre wear).
The results will be used as evidence with adequate quality to guide the derivation of effective driving practices and training courses for different user groups. MODALES echoes the EC ambition to open up global markets in transport services, through the creation of a worldwide platform for sharing and exchanging innovative solutions, experience and best practices for low-emission practices.",2019-09-01,2022-08-31,4722208.75,['Fuel'],['traffic management'],2,2
1116,819069,3DAddChip,Additive manufacturing of 2D nanomaterials for on-chip technologies,"The realization of â€œthe internet of thingsâ€ is inevitably constrained at the level of miniaturization that can be achieved in the electronic devices. A variety of technologies are now going through a process of miniaturization from micro-electromechanical systems (MEMS) to biomedical sensors, and actuators. The ultimate goal is to combine several components in an individual multifunctional platform, realizing on-chip technology. Devices have to be constrained to small footprints and exhibit high performance. Thus, the miniaturization process requires the introduction of new manufacturing processes to fabricate devices in the 3D space over small areas. 3D printing via robocasting is emerging as a new manufacturing technique, which allows shaping virtually any materials from polymers to ceramic and metals into complex architectures. 
The goal of this research is to establish a 3D printing paradigm to produce miniaturized complex shape devices with diversified functions for on-chip technologies adaptable to â€œsmart environmentâ€ such as flexible substrates, smart textiles and biomedical sensors. The elementary building blocks of the devices will be two-dimensional nanomaterials, which present unique optical, electrical, chemical and mechanical properties. The synergistic combination of the intrinsic characteristics of the 2D nanomaterials and the specific 3D architecture will enable advanced performance of the 3D printed objects. This research programme will demonstrate 3D miniaturized energy storage and energy conversion units fabricated with inks produced using a pilot plant. These units are essential components of any on-chip platform as they ensure energy autonomy via self-powering. Ultimately, this research will initiate new technologies based on miniaturized 3D devices.",2019-09-01,2024-08-31,1999968.0,['Storage'],['energy storage'],2,2
1117,845419,RESISTREE,"Identification of Phytophthora resistant beech trees by composition of endophyte communities, lesion formation and phenomics approaches.","Invasive alien pathogens and emerging infectious diseases are an unprecedented threat to the capacity of European forests to supply the growing bioeconomy with renewable biomass, carbon sequestration and other essential ecosystem benefits. To strengthen the biosecurity against these pathogens, new, science-based and socially acceptable forest protection solutions need to be developed. The research in RESISTREE will target central knowledge gaps related to a crucial phase of a biological invasion, the establishment phase. Specifically, RESISTREE will deliver in-depth information about the host phenotypic traits and associated mycobiome that can suppress establishment of the invasive Phytophthora-species (Oomycetes) on one of the key stone species of European forests, the European beech (Fagus sylvatica L.). We will test hypotheses about (1) H1 - Endophyte assemblages differ between healthy and Phytophthora-infected beech trees; (2) H2 - Certain endophytic fungi (individual species or groups) limit the growth of Phytophthora-species through different mechanisms; (3) H3 - Lesion formation in beech tissues depends on the quality or quantity of endophytic infections in the tissue; and (4) H4 - Phytophthora root infection influences the growth and morphology of seedlings before visible symptoms (chlorosis,lesions) appear. RESISTREE combines theory and methods from ecology, cell biology, mycology and forest pathology, resulting in an original, multidisciplinary research with high potential for ground-breaking findings. RESISTREE will promote transfer of knowledge between academia and the private sector, resulting in an interdisciplinary project. RESISTREE adheres to priorities of the H2020 program, and follow the European recommendations included in the Directive 2009/128/EC, which calls for non-chemical methods of plant protection.",2020-01-01,2021-12-31,203852.16,['Forest protection'],['carbon sequestration'],2,2
1118,847121,EMB3Rs,"User-driven Energy-Matching & Business prospection tool for industrial Excess heat/cold Reduction, Recovery and Redistribution","The EMB3Rs project will implement a bottom-up, user-driven and open source modelling platform to simulate alternative supply-demand scenarios for the recovery and reuse of industrial excess heat and cold (HC). EMB3Rsâ€™ final users will employ the platform to determine the costs and benefits related with excess HC utilization routes, and to define the required implementation conditions for the most promising solutions. The platform will allow industrial users and other relevant stakeholders to autonomously and intuitively explore and assess the feasibility of new technology and business scenarios. This will benefit each individual producer/ consumer in a given industrial community but also enable win-win solutions between industries and final HC users in other sectors. 
The main aim is to reuse and/or trade excess thermal energy in a holistic perspective within an industrial process HC/energy system environment or framed in an HC network in regulated or liberalized markets. The resource and energy intensive industries (REII) and DHC networks will be able to use and rely on the EMB3Rs platform to investigate the revenue potential of using industrial excess HC as an energy (re)source. The REII will be able to evaluate the benefits of investing in low carbon options, such as the integration of renewable HC technologies and thermal storage, in industrial processes. 
Ultimately, by translating industrial excess HC into savings, revenues and increased overall system efficiency, EMB3Rs will allow the REII community to improve its competitiveness, foster and accelerate the decarbonisation of the HC market overall and contribute to the EU climate change mitigation goals. Namely by i) contributing to overcome the barriers for developing and deploying in HC solutions, i.e. reaching a critical mass of users, iii) identifying critical framework conditions and success factors and iv) promoting transfer and replication of solutions in other industrial sectors and iv) stimulating the convergence between energy, energy efficiency goals, CO2 reduction and business interests.",2019-09-02,2022-09-01,3984671.32,['Storage'],['thermal storage'],2,2
1119,858144,SET PLAN ENVE 2019,SET Plan/ENVE Conference 2019,"The 12th SET Plan Conference will be held during 12 - 14 June 2019, at the Politehnica University of Bucharest â€“ Romania, under the auspices of the Romanian Presidency of the Council of the EU and will be conjoined with the external ENVE (Environment, Climate change and Energy) Commission and Conference within the European Committee of the Regions. ENVE is the Committee of the Regionsâ€™ Commission where more than 120 EU local and regional leaders are working for environment, climate change, energy and space policies.

The main organizer of the Conference is the Romanian Municipalities Association (AMR), being the first time in the SET-Plan history, when an association of local authorities will organize this conference. The organisation of the conference will be performed in close cooperation with the European Commission DG Energy, DG Research and Innovation and DG Communications Networks, Content and Technology, European Committee of the Regions, Ministry of Energy of Romania and the Ministry of Foreign and European Affairs of the Romania; the Global Covenant of Mayors; the Permanent Representation of Romania to the EU and Cityhall of the District 3 of Bucharest.

The main objective of the 12th year anniversary SET Plan conference is to perform an exchange of numerous innovative ideas and good practices with a clear involvement of local and regional leaders from the European Union in areas as: Integrated energy systems; Energy poverty and management of the energy transition in vulnerable regions; Improving performance and reducing cost of renewable energy; Energy Efficiency in Buildings; Energy Efficiency in Industry; Smart Cities; e-Mobility; Carbon Capture Utilisation and Storage; Digitalization and ICT in energy; Blue energy. Since this exchange should be inclusive, pragmatic and forward looking, we intend to involve a large number of EU, national, local and regional public and private stakeholders, academia, as well as a consistent number of political leaders.",2019-06-01,2019-12-31,249750.0,['Storage'],['renewable energy'],2,2
1120,747449,NExtNCNaBatt,Novel Extended solids based on N=C chemistry for future Na-ion Batteries,"The large and increasing demand for energies with a low CO2 footprint has prompted intense research and development on renewable energies as well as on sustainable electrochemical energy storage systems to fully utilize them. This requires the development and understanding of battery chemistries from earth abundant low cost raw materials, which can be easily synthesized, with Na-ion batteries (NIBs) at the forefront of meeting these requirements. 
While in Na-ion batteries most efforts are made to investigate materials that are essentially derivatives of Li chemistry, there are opportunities to look at very different chemistries which were not explored for Li ion batteries or just work much better in Na batteries. The goal of this NExtNCNaBatt project is the investigation of designed novel materials based on the N=C derived anions and their application as electrodes for sodium ion batteries. The major objective is the establishment of a fundamental understanding of the Na to N=C interactions in Novel Extended solids based on the NC chemistry for Na-ion batteries which will be achieved through the study of structural changes in the bulk by in-situ x-ray diffraction studies, as well as local changes in the atomic environment followed by advanced spectroscopic studies.
Na-ion batteries are just at the birth of commercialization, and therefore materials developed in this project could be timely incorporated into next generation prototypes and first commercial Na-ion batteries. Additionally, these new materials and the understanding of the alkali to NC interactions will be relevant to many other areas of research where electrochemical transformations occur, such as other battery chemistries, capacitors, electrochromic displays, and as photocatalysts, all systems where the understanding of the heterogeneous reactions between the solid electrode and ions from a liquid electrolyte are of critical importance.",2017-03-01,2019-07-16,195454.8,['Storage'],['energy storage'],2,2
1121,824348,ENDURUNS,Development and demonstration of a long-endurance sea surveying autonomous unmanned vehicle with gliding capability powered by hydrogen fuel cell,"Battery-powered AUVs have been used to study the seabed without the requirement of a human operator. Their operational endurance is limited by the available battery charge. Gliders, an AUV subclass, use small changes in their buoyancy to move like a profiling float. By using their wings, gliders can convert the vertical motion to horizontal, propelling themselves forward with very low power consumption. Hence, mission duration can be extended to months and to thousands of kilometers. However, gliders are suited for a particular set of missions involving relatively basic measurements and seabed mapping cannot be performed due to their inherent inability to cruise in a straight line.  A surface support vessel is standard practice for launch and recovery of AUVs. The requirement to have a support vessel adds to the overall mission cost. Therefore higher endurance is needed in AUV platforms in order to bring mission costs down and improve the ocean exploration capability. The ENDURUNS project will deliver a step-change in AUV technology by implementing a novel hybrid design power by hydrogen fuel cell. An Unmanned Surface Vehicle (USV) will support the operation of the AUV, providing geotagging and data transmission capability to and from the Control Centre on shore.",2018-11-01,2022-10-31,7908265.0,['Fuel'],['fuel cell'],2,2
1122,823124,HTCycle,Sewage sludge reuse with Phosphate recovery and heavy metal absorption with an innovative HTC technology.,"Efficient municipal waste-water treatment, such as the systems currently in place in most European municipalities, produces vast amounts of sewage sludge. The latest data collected show a yearly production of 9.637 thousands of tons in the EU28 countries. Sludge treatment issues are often neglected in comparison with water-related parameters which results in serious technical difficulties and highly expensive disposal methods. As a result, an energy efficient, environmentally sound and economically viable process for sludge disposal and reuse of valuable resources e.g. phosphorus hardly exists.
The most common disposal methods for sludge are spreading on agricultural soil, composting and incineration. Land-filling has been long banned, the use as fertilizer, although very moderate in costs, is being banned in many regions due to concerns about contamination of soils with heavy metals and endocrine disruptive compounds. Composting raises the same concerns, and it is a labour-intensive and unsafe process, which leaves incineration as the most used option, albeit an expensive and not effective one. Incineration entails the highest costs (80-110 â‚¬ /ton), but is also considered the safest disposal method and is fast growing and widely adopted. It presents also technical difficulties, such as the low overall efficiency of the process, the huge logistic efforts required to transport the sludge to the incineration plants, or the disposal of the ashes after the sludge has been incinerated.
In this situation, our company, AVA has the objective to demonstrate and commercialize our proprietary technology for hydrothermal carbonization (HTC) of sewage sludge, showing clearly technical and economic ad-vantages against the current sludge incineration method. We aim to increase the amount of sludge converted into high value products such as fuel, activated carbons for water treatment, recovered phosphorus, soil remediation material, carbon sequestration schemes and other applications. The HTCycle process turns the present sewage sludge disposal (incineration) from a costly process into an income-generating activity.",2018-09-01,2020-08-31,1373400.0,['Fuel'],['carbon sequestration'],2,2
1123,768739,CATALYST,Converting DCs in Energy Flexibility Ecosystems (CATALYST),"Data Centres (DC) are among the largest yet increasing energy consumers, due to the rising digitization of human activities. RES integration and energy efficiency improvements have the potential to reduce significantly DC carbon footprint, while increasing at the same time the auto-consumed energy, thus improving DC security and resiliency of supply against climate change. However, very few solutions, despite validated in lab, have been successfully deployed on operational DCs, mostly due to technological fragmentation, excessive CAPEX and lack of appropriate business models. CATALYST will address these challenges through turning existing/new DCs into flexible multi-energy hubs, which can sustain investments in RES and energy efficiency by offering mutualized flexibility services to the smart energy grids (both electricity and heat grids). By leveraging on the outcomes of FP7 GEYSER and DOLPHIN projects, CATALYST will adapt, scale up, validate and deploy an innovative, adaptable technological and business framework aimed at i) exploiting available DC non-IT legacy assets (onsite RES/backup generation, UPS/batteries, cooling system thermal inertia, heat pump for waste heat reuse) to deliver simultaneous energy flexibility services to multi-energy coupled electricity/heat/IT load marketplaces ii) deploying Cross-DC cross-infrastructures (e.g. heat vs IT) IT workload orchestration, by combining heat-demand driven HPC geographical workload balancing, with traceable ICT-load migration between federated DCs to match IT demands with time-varying on-site RES (â€œfollow the energy approachâ€) iii) providing marketplace-as-a-service tools to nurture novel ESCO2.0 business models. The adaptation and replication potential of CATALYST will be demonstrated through carrying out four different real life trials spanning through the full spectrum of DCs types (fully distributed DCs, HPC, co-location, legacy) and architectures (from large centralized versus decentralized micro-DCs).",2017-10-01,2020-09-30,2299103.5,,"['waste heat reuse', 'heat pump']",2,2
1124,761093,LOTER.CO2M,CRM-free Low Temperature Electrochemical Reduction of CO2 to Methanol,"LOTER.CO2M aims to develop advanced, low-cost electro-catalysts and membranes for the direct electrochemical reduction of CO2 to methanol by low temperature CO2-H2O co-electrolysis. The materials will be developed using sustainable, non-toxic and non-critical raw materials.  They will be scaled-up, integrated into a gas phase electrochemical reactor, and the process validated for technical and economic feasibility under industrially relevant conditions. The produced methanol can be used as a chemical feedstock or for effective chemical storage of renewable energy.  The demonstration of the new materials at TRL5 level, and the potential of this technology for market penetration, will be assessed by achieving a target electrochemical performance > 50 A/g at 1.5  V/cell, a CO2 conversion rate > 60%,  and a selectivity > 90% towards methanol production with an enthalpy efficiency for the process > 86%. A significant increase in durability under intermittent operation in combination with renewable power sources is also targeted in the project through several stabilization strategies to achieve a degradation rate of < 1%/1000 h at stack level. The developed low-temperature CO2 conversion reactor will offer fast response (frequency > 2-5 Hz) to electrical current fluctuations typical of intermittent power sources and a wide operating range in terms of input power, i.e. from 10% to full power in less than a second. Such aspects are indicative of an excellent dynamic behaviour as necessary to operate with renewable power sources. A life cycle assessment of the CO2 electrolysis system, which will compile information at different levels from materials up to the CO2 electrolysis system including processing resources, will complete the assessment of this technology for large-scale application. Field testing of the co-electrolysis system in an industrial relevant environment will enable to evaluate the commercial competitiveness and the development of a forward exploitation plan.",2018-01-01,2020-12-31,4264452.5,['Storage'],['renewable energy'],2,2
1125,727606,HYMEFCECS,Hydrogen production by membrane free chemical â€“ electrochemical systems,"Until recently it was believed to be impossible to produce hydrogen through water electrolysis systems, without an electrochemical oxygen production process and without a membrane. However, in the past few years, our team was able to develop a new technological configuration which divides the water splitting process into two phases : (1) an efficient electrochemical hydrogen production followed by a (2) spontaneous chemical oxygen production phase. By eliminating the inefficient electrochemical water oxidation reaction (OER) we achieve a significant increase in hydrogen production efficiency. Furthermore, reducing the danger of mixing hydrogen and oxygen eliminates the need for a membrane. A membrane-free system enables high pressure hydrogen production without the risk of gas mixture or membrane failure. Moreover, as the membrane failure is the main cause for malfunctions and offline times of alkaline and PEM electrolyzer, our technology improves system reliability and energy efficiency.

The purpose of this PoC is to further develop our basic lab prototype to demonstrate two  potential commercial applications:(1)Power to Gas (P2G) storage of renewable energy (demonstrating the ability to produce hydrogen with high efficiency and under high peaks) and (2) On-site hydrogen production for hydrogen refuelling stations (demonstrating purity and durability under high-pressure). Furthermore, HYMEFCECS, will include an in-depth user requirements analysis (combining business, economic and technical inputs); devising a proper business model and business plan per two target markets, financial forecasting, Intellectual Property and an Investor Toolkit.",2017-06-01,2018-11-30,150000.0,['Storage'],['renewable energy'],2,2
1126,749207,DualFun,Dual Function Polymer Materials for Blood Contacting Applications,"Surface-induced thrombosis and infection are two main complications which cause failure of medical devices. Device-related thrombosis is associated with activation of blood clotting and platelets adhesion and activation. Infection of the implanted devices occurred as a result of bacteria adhesion to the biomaterial surface. A genuinely biocompatible polymer for blood-contacting devices should have both antithrombotic and antibacterial functionalities as both types of complication lead to an increase in morbidity, extended hospital stay and mortality.
In order to prevent device-induced thrombosis and infection novel dual function polymer materials - thromboresistant and antimicrobial, will be produced. A novel and original approach that involves construction of multifunctional coatings, which combine formulation of the NO-generating surface with the ability to prevent bacterial adhesion, capacity to inhibit platelet adhesion and the use of surface bound argatroban drug to inhibit any surface-produced thrombin, will be applied. The polymer matrices chosen for the design of dual function materials are the most commonly used synthetic polymers polyurethane (PU) and polyvinylchloride (PVC) and the biopolymer collagen. This aim will be achieved by: i) chemical attachment of the organoselenium or copper nanoparticle catalysts to the polymer surface in order to continuously generate NO by decomposition of endogenous S-nitrosothiols; ii) immobilisation of the direct thrombin inhibitor argatroban to inhibit any thrombin in the surrounding environment. Catecholamines, polydopamine and poly(norepinephrine) will be used as the surface modification reagents, as they form very stable thin films strongly attached to the polymer surface. Owing to the chemical bonding of the ligand to the polymer surface it is expected that these materials will have long storage life and exploitation period and therefore retain their ability to generate NO from the inexhaustible endogenous NO donors.",2017-09-18,2019-09-17,195454.8,['Storage'],['biopolymer'],2,2
